D:/CCD_features\train_negative_000599.npy,no accident
D:/CCD_features\train_positive_000378.npy,accident
D:/CCD_features\train_negative_001618.npy,no accident
D:/CCD_features\train_positive_001134.npy,accident
D:/CCD_features\train_negative_002800.npy,no accident
D:/CCD_features\train_negative_001763.npy,no accident
D:/CCD_features\train_positive_000743.npy,accident
D:/CCD_features\train_negative_001377.npy,no accident
D:/CCD_features\train_positive_000325.npy,accident
D:/CCD_features\train_negative_001565.npy,no accident
D:/CCD_features\train_positive_000400.npy,accident
D:/CCD_features\train_positive_000181.npy,accident
D:/CCD_features\train_negative_001300.npy,no accident
D:/CCD_features\train_negative_002672.npy,no accident
D:/CCD_features\train_negative_002380.npy,no accident
D:/CCD_features\train_negative_002184.npy,no accident
D:/CCD_features\train_negative_001404.npy,no accident
D:/CCD_features\train_negative_002219.npy,no accident
D:/CCD_features\train_negative_001602.npy,no accident
D:/CCD_features\train_negative_001706.npy,no accident
D:/CCD_features\train_negative_002562.npy,no accident
D:/CCD_features\train_negative_002167.npy,no accident
D:/CCD_features\train_negative_000086.npy,no accident
D:/CCD_features\train_positive_000662.npy,accident
D:/CCD_features\train_negative_001278.npy,no accident
D:/CCD_features\train_positive_001366.npy,accident
D:/CCD_features\train_positive_001435.npy,accident
D:/CCD_features\train_negative_001562.npy,no accident
D:/CCD_features\train_negative_000019.npy,no accident
D:/CCD_features\train_positive_001469.npy,accident
D:/CCD_features\train_positive_000434.npy,accident
D:/CCD_features\train_positive_000464.npy,accident
D:/CCD_features\train_negative_001383.npy,no accident
D:/CCD_features\train_negative_002946.npy,no accident
D:/CCD_features\train_negative_002725.npy,no accident
D:/CCD_features\train_positive_001171.npy,accident
D:/CCD_features\train_negative_000913.npy,no accident
D:/CCD_features\train_negative_000875.npy,no accident
D:/CCD_features\train_negative_002156.npy,no accident
D:/CCD_features\train_positive_001092.npy,accident
D:/CCD_features\train_negative_002032.npy,no accident
D:/CCD_features\train_positive_001214.npy,accident
D:/CCD_features\train_negative_001358.npy,no accident
D:/CCD_features\train_negative_000364.npy,no accident
D:/CCD_features\train_positive_001296.npy,accident
D:/CCD_features\train_negative_000478.npy,no accident
D:/CCD_features\train_negative_000191.npy,no accident
D:/CCD_features\train_negative_002785.npy,no accident
D:/CCD_features\train_negative_001598.npy,no accident
D:/CCD_features\train_positive_001480.npy,accident
D:/CCD_features\train_positive_000730.npy,accident
D:/CCD_features\train_positive_000233.npy,accident
D:/CCD_features\train_negative_000943.npy,no accident
D:/CCD_features\train_negative_001593.npy,no accident
D:/CCD_features\train_negative_002187.npy,no accident
D:/CCD_features\train_negative_002808.npy,no accident
D:/CCD_features\train_negative_001081.npy,no accident
D:/CCD_features\train_positive_000066.npy,accident
D:/CCD_features\train_negative_001373.npy,no accident
D:/CCD_features\train_negative_001210.npy,no accident
D:/CCD_features\train_negative_000298.npy,no accident
D:/CCD_features\train_negative_000538.npy,no accident
D:/CCD_features\train_positive_000162.npy,accident
D:/CCD_features\train_negative_002308.npy,no accident
D:/CCD_features\train_negative_000238.npy,no accident
D:/CCD_features\train_positive_000619.npy,accident
D:/CCD_features\train_negative_000345.npy,no accident
D:/CCD_features\train_negative_002754.npy,no accident
D:/CCD_features\train_negative_001486.npy,no accident
D:/CCD_features\train_negative_000846.npy,no accident
D:/CCD_features\train_negative_001498.npy,no accident
D:/CCD_features\train_negative_001367.npy,no accident
D:/CCD_features\train_negative_000055.npy,no accident
D:/CCD_features\train_negative_000306.npy,no accident
D:/CCD_features\train_negative_001975.npy,no accident
D:/CCD_features\train_negative_000520.npy,no accident
D:/CCD_features\train_negative_001424.npy,no accident
D:/CCD_features\train_negative_000449.npy,no accident
D:/CCD_features\train_positive_000291.npy,accident
D:/CCD_features\train_negative_002898.npy,no accident
D:/CCD_features\train_negative_000336.npy,no accident
D:/CCD_features\train_negative_000862.npy,no accident
D:/CCD_features\train_negative_001368.npy,no accident
D:/CCD_features\train_negative_002439.npy,no accident
D:/CCD_features\train_negative_001977.npy,no accident
D:/CCD_features\train_negative_002894.npy,no accident
D:/CCD_features\train_negative_002031.npy,no accident
D:/CCD_features\train_negative_001744.npy,no accident
D:/CCD_features\train_negative_002900.npy,no accident
D:/CCD_features\train_negative_000079.npy,no accident
D:/CCD_features\train_negative_000781.npy,no accident
D:/CCD_features\train_negative_002305.npy,no accident
D:/CCD_features\train_negative_000571.npy,no accident
D:/CCD_features\train_negative_001992.npy,no accident
D:/CCD_features\train_positive_001278.npy,accident
D:/CCD_features\train_negative_001625.npy,no accident
D:/CCD_features\train_positive_000598.npy,accident
D:/CCD_features\train_negative_001988.npy,no accident
D:/CCD_features\train_negative_000967.npy,no accident
D:/CCD_features\train_negative_002073.npy,no accident
D:/CCD_features\train_negative_002083.npy,no accident
D:/CCD_features\train_negative_002297.npy,no accident
D:/CCD_features\train_negative_001105.npy,no accident
D:/CCD_features\train_negative_002896.npy,no accident
D:/CCD_features\train_positive_000024.npy,accident
D:/CCD_features\train_negative_001912.npy,no accident
D:/CCD_features\train_positive_000058.npy,accident
D:/CCD_features\train_negative_002176.npy,no accident
D:/CCD_features\train_positive_000509.npy,accident
D:/CCD_features\train_negative_001433.npy,no accident
D:/CCD_features\train_negative_000870.npy,no accident
D:/CCD_features\train_positive_000359.npy,accident
D:/CCD_features\train_negative_001040.npy,no accident
D:/CCD_features\train_positive_001030.npy,accident
D:/CCD_features\train_negative_000468.npy,no accident
D:/CCD_features\train_negative_001391.npy,no accident
D:/CCD_features\train_negative_000968.npy,no accident
D:/CCD_features\train_negative_000024.npy,no accident
D:/CCD_features\train_negative_001873.npy,no accident
D:/CCD_features\train_negative_002503.npy,no accident
D:/CCD_features\train_negative_001733.npy,no accident
D:/CCD_features\train_negative_001518.npy,no accident
D:/CCD_features\train_negative_002189.npy,no accident
D:/CCD_features\train_positive_000957.npy,accident
D:/CCD_features\train_negative_001335.npy,no accident
D:/CCD_features\train_negative_001359.npy,no accident
D:/CCD_features\train_negative_001015.npy,no accident
D:/CCD_features\train_positive_001464.npy,accident
D:/CCD_features\train_negative_001942.npy,no accident
D:/CCD_features\train_positive_000557.npy,accident
D:/CCD_features\train_negative_001432.npy,no accident
D:/CCD_features\train_negative_001213.npy,no accident
D:/CCD_features\train_negative_002969.npy,no accident
D:/CCD_features\train_negative_000545.npy,no accident
D:/CCD_features\train_positive_001083.npy,accident
D:/CCD_features\train_positive_001184.npy,accident
D:/CCD_features\train_positive_000783.npy,accident
D:/CCD_features\train_negative_002204.npy,no accident
D:/CCD_features\train_negative_001515.npy,no accident
D:/CCD_features\train_negative_002482.npy,no accident
D:/CCD_features\train_negative_001243.npy,no accident
D:/CCD_features\train_negative_001362.npy,no accident
D:/CCD_features\train_negative_001441.npy,no accident
D:/CCD_features\train_negative_002236.npy,no accident
D:/CCD_features\train_positive_001078.npy,accident
D:/CCD_features\train_negative_002852.npy,no accident
D:/CCD_features\train_negative_002642.npy,no accident
D:/CCD_features\train_positive_000071.npy,accident
D:/CCD_features\train_negative_000240.npy,no accident
D:/CCD_features\train_positive_000309.npy,accident
D:/CCD_features\train_negative_001309.npy,no accident
D:/CCD_features\train_positive_000013.npy,accident
D:/CCD_features\train_negative_000241.npy,no accident
D:/CCD_features\train_negative_001823.npy,no accident
D:/CCD_features\train_negative_000548.npy,no accident
D:/CCD_features\train_negative_000223.npy,no accident
D:/CCD_features\train_positive_001468.npy,accident
D:/CCD_features\train_negative_001410.npy,no accident
D:/CCD_features\train_negative_001795.npy,no accident
D:/CCD_features\train_negative_002720.npy,no accident
D:/CCD_features\train_positive_000592.npy,accident
D:/CCD_features\train_negative_001079.npy,no accident
D:/CCD_features\train_negative_000553.npy,no accident
D:/CCD_features\train_positive_001447.npy,accident
D:/CCD_features\train_negative_001033.npy,no accident
D:/CCD_features\train_negative_000245.npy,no accident
D:/CCD_features\train_positive_000786.npy,accident
D:/CCD_features\train_negative_000443.npy,no accident
D:/CCD_features\train_negative_000320.npy,no accident
D:/CCD_features\train_negative_000694.npy,no accident
D:/CCD_features\train_positive_000854.npy,accident
D:/CCD_features\train_negative_001170.npy,no accident
D:/CCD_features\train_positive_001401.npy,accident
D:/CCD_features\train_negative_000592.npy,no accident
D:/CCD_features\train_negative_001502.npy,no accident
D:/CCD_features\train_negative_001560.npy,no accident
D:/CCD_features\train_negative_001430.npy,no accident
D:/CCD_features\train_positive_001054.npy,accident
D:/CCD_features\train_positive_000178.npy,accident
D:/CCD_features\train_positive_000541.npy,accident
D:/CCD_features\train_negative_001819.npy,no accident
D:/CCD_features\train_negative_001290.npy,no accident
D:/CCD_features\train_positive_001200.npy,accident
D:/CCD_features\train_negative_002020.npy,no accident
D:/CCD_features\train_negative_001647.npy,no accident
D:/CCD_features\train_negative_001473.npy,no accident
D:/CCD_features\train_negative_002127.npy,no accident
D:/CCD_features\train_negative_000903.npy,no accident
D:/CCD_features\train_negative_000067.npy,no accident
D:/CCD_features\train_positive_001210.npy,accident
D:/CCD_features\train_positive_000374.npy,accident
D:/CCD_features\train_negative_000815.npy,no accident
D:/CCD_features\train_negative_001134.npy,no accident
D:/CCD_features\train_negative_000138.npy,no accident
D:/CCD_features\train_negative_000127.npy,no accident
D:/CCD_features\train_negative_002599.npy,no accident
D:/CCD_features\train_positive_001153.npy,accident
D:/CCD_features\train_positive_000183.npy,accident
D:/CCD_features\train_negative_001354.npy,no accident
D:/CCD_features\train_positive_000697.npy,accident
D:/CCD_features\train_negative_000639.npy,no accident
D:/CCD_features\train_negative_002777.npy,no accident
D:/CCD_features\train_negative_002577.npy,no accident
D:/CCD_features\train_positive_000905.npy,accident
D:/CCD_features\train_negative_001369.npy,no accident
D:/CCD_features\train_negative_001976.npy,no accident
D:/CCD_features\train_negative_002607.npy,no accident
D:/CCD_features\train_negative_001552.npy,no accident
D:/CCD_features\train_negative_000342.npy,no accident
D:/CCD_features\train_negative_002884.npy,no accident
D:/CCD_features\train_negative_000506.npy,no accident
D:/CCD_features\train_negative_000235.npy,no accident
D:/CCD_features\train_positive_000752.npy,accident
D:/CCD_features\train_negative_002704.npy,no accident
D:/CCD_features\train_positive_001044.npy,accident
D:/CCD_features\train_negative_002137.npy,no accident
D:/CCD_features\train_positive_001303.npy,accident
D:/CCD_features\train_negative_001575.npy,no accident
D:/CCD_features\train_positive_000022.npy,accident
D:/CCD_features\train_negative_002485.npy,no accident
D:/CCD_features\train_negative_002131.npy,no accident
D:/CCD_features\train_positive_001112.npy,accident
D:/CCD_features\train_negative_000327.npy,no accident
D:/CCD_features\train_negative_001524.npy,no accident
D:/CCD_features\train_negative_002399.npy,no accident
D:/CCD_features\train_negative_001913.npy,no accident
D:/CCD_features\train_negative_001174.npy,no accident
D:/CCD_features\train_positive_000935.npy,accident
D:/CCD_features\train_positive_000166.npy,accident
D:/CCD_features\train_negative_001967.npy,no accident
D:/CCD_features\train_positive_001359.npy,accident
D:/CCD_features\train_negative_000100.npy,no accident
D:/CCD_features\train_positive_000582.npy,accident
D:/CCD_features\train_negative_001219.npy,no accident
D:/CCD_features\train_negative_000742.npy,no accident
D:/CCD_features\train_negative_001927.npy,no accident
D:/CCD_features\train_negative_002769.npy,no accident
D:/CCD_features\train_negative_002870.npy,no accident
D:/CCD_features\train_negative_000583.npy,no accident
D:/CCD_features\train_positive_001104.npy,accident
D:/CCD_features\train_positive_001392.npy,accident
D:/CCD_features\train_negative_002514.npy,no accident
D:/CCD_features\train_negative_000357.npy,no accident
D:/CCD_features\train_positive_000614.npy,accident
D:/CCD_features\train_negative_002401.npy,no accident
D:/CCD_features\train_positive_000806.npy,accident
D:/CCD_features\train_negative_001522.npy,no accident
D:/CCD_features\train_negative_002669.npy,no accident
D:/CCD_features\train_negative_002932.npy,no accident
D:/CCD_features\train_positive_000774.npy,accident
D:/CCD_features\train_positive_000279.npy,accident
D:/CCD_features\train_positive_000573.npy,accident
D:/CCD_features\train_negative_002155.npy,no accident
D:/CCD_features\train_positive_000936.npy,accident
D:/CCD_features\train_negative_001036.npy,no accident
D:/CCD_features\train_negative_001778.npy,no accident
D:/CCD_features\train_negative_000108.npy,no accident
D:/CCD_features\train_negative_002304.npy,no accident
D:/CCD_features\train_negative_001896.npy,no accident
D:/CCD_features\train_negative_001287.npy,no accident
D:/CCD_features\train_negative_001525.npy,no accident
D:/CCD_features\train_positive_000052.npy,accident
D:/CCD_features\train_negative_000168.npy,no accident
D:/CCD_features\train_negative_002212.npy,no accident
D:/CCD_features\train_positive_000121.npy,accident
D:/CCD_features\train_negative_000711.npy,no accident
D:/CCD_features\train_negative_002822.npy,no accident
D:/CCD_features\train_negative_003000.npy,no accident
D:/CCD_features\train_positive_001135.npy,accident
D:/CCD_features\train_negative_002544.npy,no accident
D:/CCD_features\train_negative_000062.npy,no accident
D:/CCD_features\train_negative_000415.npy,no accident
D:/CCD_features\train_negative_002783.npy,no accident
D:/CCD_features\train_positive_001121.npy,accident
D:/CCD_features\train_negative_000228.npy,no accident
D:/CCD_features\train_negative_002791.npy,no accident
D:/CCD_features\train_negative_000028.npy,no accident
D:/CCD_features\train_negative_001582.npy,no accident
D:/CCD_features\train_negative_001437.npy,no accident
D:/CCD_features\train_positive_000078.npy,accident
D:/CCD_features\train_positive_001295.npy,accident
D:/CCD_features\train_negative_001586.npy,no accident
D:/CCD_features\train_positive_000874.npy,accident
D:/CCD_features\train_negative_000373.npy,no accident
D:/CCD_features\train_positive_000303.npy,accident
D:/CCD_features\train_positive_000877.npy,accident
D:/CCD_features\train_positive_000278.npy,accident
D:/CCD_features\train_positive_000738.npy,accident
D:/CCD_features\train_positive_000672.npy,accident
D:/CCD_features\train_negative_001825.npy,no accident
D:/CCD_features\train_positive_001209.npy,accident
D:/CCD_features\train_negative_000448.npy,no accident
D:/CCD_features\train_negative_000888.npy,no accident
D:/CCD_features\train_negative_001019.npy,no accident
D:/CCD_features\train_negative_002434.npy,no accident
D:/CCD_features\train_negative_000380.npy,no accident
D:/CCD_features\train_negative_001205.npy,no accident
D:/CCD_features\train_negative_002513.npy,no accident
D:/CCD_features\train_negative_001725.npy,no accident
D:/CCD_features\train_negative_001905.npy,no accident
D:/CCD_features\train_negative_000604.npy,no accident
D:/CCD_features\train_negative_001700.npy,no accident
D:/CCD_features\train_negative_000702.npy,no accident
D:/CCD_features\train_negative_000060.npy,no accident
D:/CCD_features\train_negative_000706.npy,no accident
D:/CCD_features\train_positive_000433.npy,accident
D:/CCD_features\train_positive_001409.npy,accident
D:/CCD_features\train_negative_000919.npy,no accident
D:/CCD_features\train_negative_000049.npy,no accident
D:/CCD_features\train_negative_000435.npy,no accident
D:/CCD_features\train_positive_000339.npy,accident
D:/CCD_features\train_negative_002798.npy,no accident
D:/CCD_features\train_negative_001982.npy,no accident
D:/CCD_features\train_negative_001704.npy,no accident
D:/CCD_features\train_positive_000868.npy,accident
D:/CCD_features\train_negative_000550.npy,no accident
D:/CCD_features\train_negative_000498.npy,no accident
D:/CCD_features\train_positive_000072.npy,accident
D:/CCD_features\train_negative_002049.npy,no accident
D:/CCD_features\train_negative_001721.npy,no accident
D:/CCD_features\train_positive_001061.npy,accident
D:/CCD_features\train_negative_002979.npy,no accident
D:/CCD_features\train_negative_001674.npy,no accident
D:/CCD_features\train_negative_000369.npy,no accident
D:/CCD_features\train_negative_000629.npy,no accident
D:/CCD_features\train_positive_000525.npy,accident
D:/CCD_features\train_positive_000144.npy,accident
D:/CCD_features\train_negative_001447.npy,no accident
D:/CCD_features\train_negative_002134.npy,no accident
D:/CCD_features\train_negative_002802.npy,no accident
D:/CCD_features\train_negative_001695.npy,no accident
D:/CCD_features\train_negative_000068.npy,no accident
D:/CCD_features\train_negative_002483.npy,no accident
D:/CCD_features\train_negative_001315.npy,no accident
D:/CCD_features\train_negative_000195.npy,no accident
D:/CCD_features\train_negative_000347.npy,no accident
D:/CCD_features\train_negative_000733.npy,no accident
D:/CCD_features\train_positive_001145.npy,accident
D:/CCD_features\train_positive_001431.npy,accident
D:/CCD_features\train_negative_001291.npy,no accident
D:/CCD_features\train_negative_000714.npy,no accident
D:/CCD_features\train_negative_000016.npy,no accident
D:/CCD_features\train_positive_001379.npy,accident
D:/CCD_features\train_positive_001129.npy,accident
D:/CCD_features\train_positive_001141.npy,accident
D:/CCD_features\train_negative_001574.npy,no accident
D:/CCD_features\train_negative_001846.npy,no accident
D:/CCD_features\train_negative_001935.npy,no accident
D:/CCD_features\train_positive_000351.npy,accident
D:/CCD_features\train_negative_002159.npy,no accident
D:/CCD_features\train_negative_002729.npy,no accident
D:/CCD_features\train_negative_000816.npy,no accident
D:/CCD_features\train_negative_001638.npy,no accident
D:/CCD_features\train_negative_001425.npy,no accident
D:/CCD_features\train_negative_002976.npy,no accident
D:/CCD_features\train_negative_002340.npy,no accident
D:/CCD_features\train_negative_002722.npy,no accident
D:/CCD_features\train_negative_002397.npy,no accident
D:/CCD_features\train_negative_001707.npy,no accident
D:/CCD_features\train_negative_001860.npy,no accident
D:/CCD_features\train_negative_002072.npy,no accident
D:/CCD_features\train_negative_002683.npy,no accident
D:/CCD_features\train_negative_001550.npy,no accident
D:/CCD_features\train_negative_001028.npy,no accident
D:/CCD_features\train_negative_000489.npy,no accident
D:/CCD_features\train_positive_000448.npy,accident
D:/CCD_features\train_negative_000042.npy,no accident
D:/CCD_features\train_positive_000137.npy,accident
D:/CCD_features\train_positive_000643.npy,accident
D:/CCD_features\train_positive_001159.npy,accident
D:/CCD_features\train_positive_000513.npy,accident
D:/CCD_features\train_positive_000688.npy,accident
D:/CCD_features\train_positive_000872.npy,accident
D:/CCD_features\train_negative_001861.npy,no accident
D:/CCD_features\train_positive_000060.npy,accident
D:/CCD_features\train_positive_000175.npy,accident
D:/CCD_features\train_negative_001872.npy,no accident
D:/CCD_features\train_positive_000187.npy,accident
D:/CCD_features\train_negative_002093.npy,no accident
D:/CCD_features\train_negative_000934.npy,no accident
D:/CCD_features\train_negative_001944.npy,no accident
D:/CCD_features\train_negative_000467.npy,no accident
D:/CCD_features\train_negative_002937.npy,no accident
D:/CCD_features\train_positive_000229.npy,accident
D:/CCD_features\train_negative_001603.npy,no accident
D:/CCD_features\train_positive_000781.npy,accident
D:/CCD_features\train_positive_000687.npy,accident
D:/CCD_features\train_negative_001378.npy,no accident
D:/CCD_features\train_negative_002794.npy,no accident
D:/CCD_features\train_negative_001831.npy,no accident
D:/CCD_features\train_negative_002044.npy,no accident
D:/CCD_features\train_negative_001453.npy,no accident
D:/CCD_features\train_negative_000835.npy,no accident
D:/CCD_features\train_negative_002364.npy,no accident
D:/CCD_features\train_positive_000406.npy,accident
D:/CCD_features\train_positive_001304.npy,accident
D:/CCD_features\train_positive_001149.npy,accident
D:/CCD_features\train_negative_001145.npy,no accident
D:/CCD_features\train_negative_001917.npy,no accident
D:/CCD_features\train_negative_000976.npy,no accident
D:/CCD_features\train_negative_000505.npy,no accident
D:/CCD_features\train_positive_000828.npy,accident
D:/CCD_features\train_negative_001140.npy,no accident
D:/CCD_features\train_negative_001747.npy,no accident
D:/CCD_features\train_positive_001099.npy,accident
D:/CCD_features\train_positive_001207.npy,accident
D:/CCD_features\train_negative_000813.npy,no accident
D:/CCD_features\train_negative_001045.npy,no accident
D:/CCD_features\train_positive_000038.npy,accident
D:/CCD_features\train_negative_000073.npy,no accident
D:/CCD_features\train_positive_000199.npy,accident
D:/CCD_features\train_negative_000125.npy,no accident
D:/CCD_features\train_positive_000608.npy,accident
D:/CCD_features\train_positive_000535.npy,accident
D:/CCD_features\train_positive_000380.npy,accident
D:/CCD_features\train_positive_001403.npy,accident
D:/CCD_features\train_positive_000952.npy,accident
D:/CCD_features\train_negative_002773.npy,no accident
D:/CCD_features\train_negative_000766.npy,no accident
D:/CCD_features\train_negative_000805.npy,no accident
D:/CCD_features\train_negative_001274.npy,no accident
D:/CCD_features\train_negative_000616.npy,no accident
D:/CCD_features\train_negative_002580.npy,no accident
D:/CCD_features\train_negative_001754.npy,no accident
D:/CCD_features\train_positive_001494.npy,accident
D:/CCD_features\train_positive_001088.npy,accident
D:/CCD_features\train_negative_000303.npy,no accident
D:/CCD_features\train_positive_001084.npy,accident
D:/CCD_features\train_negative_002887.npy,no accident
D:/CCD_features\train_negative_000006.npy,no accident
D:/CCD_features\train_positive_001279.npy,accident
D:/CCD_features\train_positive_000084.npy,accident
D:/CCD_features\train_positive_000051.npy,accident
D:/CCD_features\train_negative_000254.npy,no accident
D:/CCD_features\train_negative_002346.npy,no accident
D:/CCD_features\train_positive_000669.npy,accident
D:/CCD_features\train_negative_002325.npy,no accident
D:/CCD_features\train_positive_001165.npy,accident
D:/CCD_features\train_positive_001246.npy,accident
D:/CCD_features\train_positive_000624.npy,accident
D:/CCD_features\train_negative_002460.npy,no accident
D:/CCD_features\train_negative_002787.npy,no accident
D:/CCD_features\train_negative_001901.npy,no accident
D:/CCD_features\train_negative_001216.npy,no accident
D:/CCD_features\train_negative_002148.npy,no accident
D:/CCD_features\train_negative_000326.npy,no accident
D:/CCD_features\train_negative_002687.npy,no accident
D:/CCD_features\train_positive_000588.npy,accident
D:/CCD_features\train_negative_000532.npy,no accident
D:/CCD_features\train_positive_001142.npy,accident
D:/CCD_features\train_positive_001331.npy,accident
D:/CCD_features\train_negative_001206.npy,no accident
D:/CCD_features\train_negative_001121.npy,no accident
D:/CCD_features\train_positive_001367.npy,accident
D:/CCD_features\train_positive_001170.npy,accident
D:/CCD_features\train_negative_000591.npy,no accident
D:/CCD_features\train_negative_000508.npy,no accident
D:/CCD_features\train_negative_002871.npy,no accident
D:/CCD_features\train_positive_000612.npy,accident
D:/CCD_features\train_negative_002486.npy,no accident
D:/CCD_features\train_negative_002201.npy,no accident
D:/CCD_features\train_negative_002211.npy,no accident
D:/CCD_features\train_negative_000224.npy,no accident
D:/CCD_features\train_positive_000338.npy,accident
D:/CCD_features\train_positive_000706.npy,accident
D:/CCD_features\train_negative_000727.npy,no accident
D:/CCD_features\train_positive_000498.npy,accident
D:/CCD_features\train_negative_002347.npy,no accident
D:/CCD_features\train_positive_000255.npy,accident
D:/CCD_features\train_positive_000888.npy,accident
D:/CCD_features\train_negative_002489.npy,no accident
D:/CCD_features\train_negative_000488.npy,no accident
D:/CCD_features\train_negative_000008.npy,no accident
D:/CCD_features\train_negative_002350.npy,no accident
D:/CCD_features\train_positive_000387.npy,accident
D:/CCD_features\train_negative_001256.npy,no accident
D:/CCD_features\train_negative_002876.npy,no accident
D:/CCD_features\train_negative_001529.npy,no accident
D:/CCD_features\train_negative_002695.npy,no accident
D:/CCD_features\train_negative_001181.npy,no accident
D:/CCD_features\train_negative_000510.npy,no accident
D:/CCD_features\train_negative_001509.npy,no accident
D:/CCD_features\train_positive_000914.npy,accident
D:/CCD_features\train_negative_000044.npy,no accident
D:/CCD_features\train_positive_000898.npy,accident
D:/CCD_features\train_negative_000146.npy,no accident
D:/CCD_features\train_positive_000712.npy,accident
D:/CCD_features\train_negative_001899.npy,no accident
